text,label,source
DIANA - KHĂN GIẤY TUÝP 100G,Đồ vệ sinh cá nhân,synthetic
táo gala (kg),Trái cây,synthetic
cam sành pháp hộp 500g,Trái cây,synthetic
HADA LABO - BÀN CHẢI ĐÁNH RĂNG,Đồ vệ sinh cá nhân,synthetic
MEIZAN - PHÔ MAI GÓI 1KG,Đồ khô / Gia vị,synthetic
THĂN BÒ KHAY 500G,Thịt cá hải sản,synthetic
tường an - gạo thơm,Đồ khô / Gia vị,synthetic
quà tặng: phiếu mua hàng 30.000đ mua snack,Khác,synthetic
bàn chải đánh răng - (chai) - vat 10%,Đồ vệ sinh cá nhân,synthetic
băng vệ sinh,Đồ vệ sinh cá nhân,synthetic
DUTCH LADY - SA TẾ CHAI 270ML,Đồ khô / Gia vị,synthetic
BIA TIGER CHAI 1L,Đồ uống,synthetic
SƯỜN GIA - (KG) - VAT 5%,Thịt cá hải sản,real
BÒ VIÊN,Thịt cá hải sản,synthetic
vải nam phi khay 250g,Trái cây,synthetic
lạp xưởng,Thịt cá hải sản,synthetic
nước ép táo hộp 1l,Đồ uống,synthetic
SIMPLE - LĂN KHỬ MÙI - (CHAI) - VAT 10%,Đồ vệ sinh cá nhân,synthetic
MUỐI I-ỐT HỘP 100G,Đồ khô / Gia vị,synthetic
BẬT LỬA,Gia dụng,synthetic
GIẤY VỆ SINH HỘP,Đồ vệ sinh cá nhân,synthetic
bánh pía gói 192g,Bánh kẹo,synthetic
g kitchen - ghẹ 500g,Thịt cá hải sản,synthetic
kẹo cứng,Bánh kẹo,synthetic
TÁO GALA NEW ZEALAND (5-6 QUẢ/KG) - (KG) - VAT 5%,Trái cây,real
vissan - ghẹ khay 300g,Thịt cá hải sản,synthetic
g7 hộp 1l,Đồ uống,synthetic
NƯỚC NGỌT HỘP 1L,Đồ uống,synthetic
nước rửa chén cái,Gia dụng,synthetic
phiếu quà tặng 10.000đ,Khác,synthetic
cá basa 1kg,Thịt cá hải sản,synthetic
GIẤM GẠO GÓI 400G,Đồ khô / Gia vị,synthetic
BƠ - (KG) - VAT 5%,Trái cây,synthetic
tường an - phô mai gói 400g,Đồ khô / Gia vị,synthetic
BÔNG TẨY TRANG GÓI 10 MIẾNG,Đồ vệ sinh cá nhân,synthetic
dứa new zealand,Trái cây,synthetic
VIỆT QUẤT HÀN QUỐC HỘP 500G,Trái cây,synthetic
P/S - DẦU XẢ - (CHAI) - VAT 10%,Đồ vệ sinh cá nhân,synthetic
omo - nước tẩy,Gia dụng,synthetic
nghêu 1kg,Thịt cá hải sản,synthetic
VISSAN - BẠCH TUỘC - (KG) - VAT 5%,Thịt cá hải sản,synthetic
SODA HỘP 1L,Đồ uống,synthetic
RAU DỀN TÚI 1KG,Rau củ quả,synthetic
quà tặng: phiếu mua hàng 40.000đ mua tã em bé,Khác,synthetic
VINAMILK - TRÀ LIPTON CHAI 500ML,Đồ uống,synthetic
CÀ TÍM,Rau củ quả,synthetic
vinamilk - nước suối lốc 6 lon,Đồ uống,synthetic
nhãn túi 1kg,Trái cây,synthetic
BLUESTONE - NƯỚC LAU SÀN CHAI 750ML,Gia dụng,synthetic
bia tiger,Đồ uống,synthetic
quà tặng: phiếu mua hàng 15.000đ mua nước rửa chén,Khác,synthetic
bật lửa vỉ 4 viên,Gia dụng,synthetic
tôm khô 1kg,Thịt cá hải sản,synthetic
RED BULL LỐC 6 LON,Đồ uống,synthetic
orion - kẹo dẻo hộp 300g,Bánh kẹo,synthetic
lăn khử mùi chai 500ml,Đồ vệ sinh cá nhân,synthetic
chiết khấu 150.000đ,Khác,synthetic
sunhouse - giấy bạc túi 3.5kg,Gia dụng,synthetic
quà tặng: phiếu mua hàng 10.000đ mua thịt cá,Khác,synthetic
gift - pin aa,Gia dụng,synthetic
CLOSE UP - MẶT NẠ GÓI 10 MIẾNG,Đồ vệ sinh cá nhân,synthetic
phí vận chuyển,Khác,synthetic
trứng gà chai 270ml,Đồ khô / Gia vị,synthetic
lifebuoy - nước súc miệng - (chai) - vat 10%,Đồ vệ sinh cá nhân,synthetic
KOTEX - KHĂN GIẤY,Đồ vệ sinh cá nhân,synthetic
close up - bàn chải đánh răng,Đồ vệ sinh cá nhân,synthetic
7up hộp 1l,Đồ uống,synthetic
QUÝT NEW ZEALAND,Trái cây,synthetic
mì hảo hảo gói 1kg,Đồ khô / Gia vị,synthetic
ĐÙI GÀ 500G,Thịt cá hải sản,synthetic
nước ngọt thùng 24 lon,Đồ uống,synthetic
celano - kẹo dẻo - (gói) - vat 8%,Bánh kẹo,synthetic
DƯA HẤU PHÁP,Trái cây,synthetic
kem chống nắng,Đồ vệ sinh cá nhân,synthetic
voucher 70.000đ,Khác,synthetic
nồi chai 1l,Gia dụng,synthetic
sườn già - (khay) - vat 8%,Thịt cá hải sản,synthetic
HỘP ĐỰNG THỰC PHẨM VỈ 4 VIÊN,Gia dụng,synthetic
bánh gạo gói 85g,Bánh kẹo,synthetic
NHÃN THÁI LAN KHAY 250G,Trái cây,synthetic
phụ thu,Khác,synthetic
g7 chai 1.5l,Đồ uống,synthetic
quà tặng: phiếu mua hàng 20.000đ mua trà,Khác,synthetic
vinamilk - nước ngọt chai 350ml,Đồ uống,synthetic
thịt bò xay 1kg,Thịt cá hải sản,synthetic
vinamilk - nước yến hộp 1l,Đồ uống,synthetic
quà tặng: phiếu mua hàng 70.000đ mua bột giặt,Khác,synthetic
RAU MUỐNG GÓI 300G,Rau củ quả,synthetic
mì gói hộp 10 quả,Đồ khô / Gia vị,synthetic
G KITCHEN - CÁ DIÊU HỒNG (KG),Thịt cá hải sản,synthetic
sprite thùng 24 lon,Đồ uống,synthetic
sữa tắm chai 500ml,Đồ vệ sinh cá nhân,synthetic
OMO - NƯỚC TẨY TÚI 3.5KG,Gia dụng,synthetic
mã giảm giá 25.000đ,Khác,synthetic
mã giảm giá 30.000đ,Khác,synthetic
MỰC ỐNG KHAY 500G,Thịt cá hải sản,synthetic
BỘT MÌ GÓI 400G,Đồ khô / Gia vị,synthetic
POCA - BIM BIM,Bánh kẹo,synthetic
sô cô la - (gói) - vat 8%,Bánh kẹo,synthetic
gừng - (gói) - vat 5%,Rau củ quả,synthetic
cà rốt (kg),Rau củ quả,real
neptune - bột năng gói 75g,Đồ khô / Gia vị,synthetic
bánh oreo thanh 100g,Bánh kẹo,synthetic
CÂY LAU NHÀ CHAI 750ML,Gia dụng,synthetic
KHỔ QUA - (KG) - VAT 5%,Rau củ quả,synthetic
rau dền gói 300g,Rau củ quả,synthetic
ĐẬU BẮP - (GÓI) - VAT 5%,Rau củ quả,synthetic
bột ngọt chai 500ml,Đồ khô / Gia vị,synthetic
G KITCHEN - TÔM SÚ KHAY 500G,Thịt cá hải sản,synthetic
vissan - chả lụa 1kg,Thịt cá hải sản,synthetic
cam úc khay 250g,Trái cây,synthetic
cam khay 250g,Trái cây,synthetic
BẮP CẢI TÍM TÚI 500G,Rau củ quả,synthetic
thơm úc hộp 500g,Trái cây,synthetic
cá viên (kg),Thịt cá hải sản,synthetic
hạt điều rang gói 200g,Bánh kẹo,synthetic
MUỐI I-ỐT,Đồ khô / Gia vị,synthetic
bánh quy yến mạch oat krunch sôcôla và việt quất gói 192g,Bánh kẹo,real
nho hộp 500g,Trái cây,synthetic
SƯỜN GIÀ,Thịt cá hải sản,synthetic
BỘT GIẶT GÓI 1KG,Gia dụng,synthetic
kem hộp - (gói) - vat 8%,Bánh kẹo,synthetic
quà tặng: phiếu mua hàng 150.000đ mua dầu ăn,Khác,synthetic
PEPSI - RED BULL,Đồ uống,synthetic
NẠM CỔ BÒ - (KG) - VAT 5%,Thịt cá hải sản,real
bánh tai heo hộp thiếc 400g,Bánh kẹo,synthetic
quà tặng: phiếu mua hàng 70.000đ mua kem đánh răng,Khác,synthetic
lăn khử mùi chai 900ml,Đồ vệ sinh cá nhân,synthetic
mã giảm giá 15.000đ,Khác,synthetic
lix - cây lau nhà túi 3.5kg,Gia dụng,synthetic
bơ hàn quốc khay 250g,Trái cây,synthetic
vifon - sữa tươi tiệt trùng,Đồ khô / Gia vị,synthetic
DẦU GẠO CHAI 500ML,Đồ khô / Gia vị,synthetic
SA TẾ,Đồ khô / Gia vị,synthetic
WAKE-UP 247 - BIA HEINEKEN HỘP 1L,Đồ uống,synthetic
ĐÀ LẠT GAP - SU SU - (GÓI) - VAT 5%,Rau củ quả,synthetic
SIMPLE - BĂNG VỆ SINH TUÝP 200G,Đồ vệ sinh cá nhân,synthetic
vfresh - nước ngọt lon 330ml,Đồ uống,synthetic
NƯỚC CAM ÉP CHAI 1.5L,Đồ uống,synthetic
BỘT NĂNG HỘP 100G,Đồ khô / Gia vị,synthetic
NƯỚC RỬA CHÉN GÓI 1KG,Gia dụng,synthetic
quà tặng: phiếu mua hàng 20.000đ mua hạt nêm,Khác,synthetic
AQUAFINA - COCA COLA CHAI 1.5L,Đồ uống,synthetic
SNACK KHOAI TÂY,Bánh kẹo,synthetic
NƯỚC HOA,Đồ vệ sinh cá nhân,synthetic
PHÔ MAI CHAI 270ML,Đồ khô / Gia vị,synthetic
nước tẩy chai 750ml,Gia dụng,synthetic
g kitchen - thịt gà gói 300g,Thịt cá hải sản,synthetic
dâu tây khay 250g,Trái cây,synthetic
XÀ PHÒNG HỘP,Đồ vệ sinh cá nhân,synthetic
tường an - váng sữa gói 75g,Đồ khô / Gia vị,synthetic
ariel - bật lửa,Gia dụng,synthetic
trà lipton hộp 1l,Đồ uống,synthetic
bánh trung thu hũ 22g,Bánh kẹo,synthetic
DOWNY - NƯỚC XỊT PHÒNG,Gia dụng,synthetic
bánh quy yến mạch,Bánh kẹo,synthetic
OISHI - BÁNH AFC THANH 100G,Bánh kẹo,synthetic
KẸO MÚT HỘP THIẾC 400G,Bánh kẹo,synthetic
BA RỌI HEO - (KG) - VẤT 5%,Thịt cá hải sản,real
mặt nạ hộp,Đồ vệ sinh cá nhân,synthetic
KEM DƯỠNG DA - (CHAI) - VAT 10%,Đồ vệ sinh cá nhân,synthetic
number 1 - nước dừa chai 500ml,Đồ uống,synthetic
quà tặng: phiếu mua hàng 80.000đ mua trái cây,Khác,synthetic
head & shoulders - kem chống nắng chai 500ml,Đồ vệ sinh cá nhân,synthetic
g kitchen - xúc xích khay 500g,Thịt cá hải sản,synthetic
cần tây,Rau củ quả,synthetic
quà tặng: phiếu mua hàng 20.000đ mua gạo st25 túi 5kg,Khác,real
HỒNG GIÒN TÚI 1KG,Trái cây,synthetic
nấm kim châm,Rau củ quả,synthetic
cholimex - nấm hương khô gói 1kg,Đồ khô / Gia vị,synthetic
PLAYMORE - KÉO XÍ MUỘI HŨ 22G - (HŨ) - VAT 8%,Bánh kẹo,real
CẦU ĐẤT FARM - HÀNH LÁ (KG),Rau củ quả,synthetic
CÂY LAU NHÀ,Gia dụng,synthetic
ngò rí (kg),Rau củ quả,synthetic
downy - miếng rửa chén cái,Gia dụng,synthetic
HẢO HẢO - BỘT BẮP HỘP 10 QUẢ,Đồ khô / Gia vị,synthetic
quà tặng: phiếu mua hàng 15.000đ mua sữa rửa mặt,Khác,synthetic
bluestone - móc treo quần áo,Gia dụng,synthetic
