text,label,source
Lê Gia Nga nộp quỹ,Quỹ nhóm,synthetic
tiền cho em tháng 12,Gia đình,synthetic
chuyển đến Đặng Xuân Quang,Công việc & Khác,synthetic
tiền mì xào,Ăn uống,synthetic
Nhận từ Đỗ Thị Mai,Thu nhập phụ,synthetic
NGUYEN GIA DAT chuyển tiền,Công việc & Khác,synthetic
tiền trọ tháng 10,Sinh hoạt & Nhà ở,synthetic
Nhận từ Mai Đình Huy Thu hồi nợ,Thu nhập phụ,synthetic
lương tháng 7,Thu nhập chính,synthetic
DANG DUC TU trả nợ,Thu nhập phụ,synthetic
đi du lịch Singapore,Du lịch,synthetic
9 MIC/mic.vn ha noi VNM,Sức khoẻ,real
tiền bỉm sữa tháng 7,Gia đình,synthetic
Vietnam Airlines đi Ninh Bình,Du lịch,synthetic
BUI MINH LOC quỹ,Quỹ nhóm,synthetic
tiền nuôi con tháng 12,Gia đình,synthetic
VO MINH QUANG quỹ nhóm,Quỹ nhóm,synthetic
HO TUAN NGOC chuyển tiền,Công việc & Khác,synthetic
Guardian,Sức khoẻ,synthetic
sinh tố,Ăn uống,synthetic
Nạp tiền điện thoại Viettel,Sinh hoạt & Nhà ở,synthetic
gửi xe,Di chuyển,synthetic
đóng tiền gas,Sinh hoạt & Nhà ở,synthetic
trả góp 2189,Công việc & Khác,synthetic
Lazada đơn hàng,Mua sắm cá nhân,synthetic
LUONG THANG 6/2026,Thu nhập chính,synthetic
tiền cafe,Ăn uống,synthetic
DUONG THI MAI,Công việc & Khác,synthetic
tiền ăn gia đình tháng 8,Gia đình,synthetic
nạp thẻ Mobifone 10k,Sinh hoạt & Nhà ở,synthetic
INFINA VU TUAN NGA,Lãi đầu tư,synthetic
Mixue,Ăn uống,synthetic
TIK36092407 7499,Lãi đầu tư,synthetic
truyền nước,Sức khoẻ,synthetic
mua cơm trưa,Ăn uống,synthetic
LUONG THANG 2/2026,Thu nhập chính,synthetic
TIKI THANH TOAN THU NHAP TANG THEM THANG 07 NAM 2026,Thu nhập chính,synthetic
TIK86397410 3809,Lãi đầu tư,synthetic
Bùi Hữu Sơn,Công việc & Khác,synthetic
Nhận từ Phan Bảo Hùng Thu hồi nợ,Thu nhập phụ,synthetic
Nhận từ Bùi Xuân Tài,Thu nhập phụ,synthetic
sinh nhật Đặng Gia Trí,Giải trí & Quan hệ,synthetic
tiền vé xe,Di chuyển,synthetic
DINH GIA TRANG chuyển tiền quỹ,Quỹ nhóm,synthetic
trả góp 10/26,Công việc & Khác,synthetic
tiền vật lý trị liệu,Sức khoẻ,synthetic
MB BANK thanh toan luong thang 4,Thu nhập chính,synthetic
Rut tien tu Tikop TK24123001,Lãi đầu tư,synthetic
dép,Mua sắm cá nhân,synthetic
tour Phan Thiết,Du lịch,synthetic
thanh toán phí quản lý,Sinh hoạt & Nhà ở,synthetic
Lê Đức Lộc tra no,Thu nhập phụ,synthetic
SHOPEE thanh toan luong thang 8,Thu nhập chính,synthetic
Lý Khánh Tuấn quỹ ae,Quỹ nhóm,synthetic
Yody,Mua sắm cá nhân,synthetic
mua gỏi cuốn,Ăn uống,synthetic
sinh nhật Huỳnh Thị Lộc,Giải trí & Quan hệ,synthetic
Bun,Ăn uống,real
Phạm Thành Tài đóng quỹ,Quỹ nhóm,synthetic
Grab% A-9BVTIIEWWVXQAV HA,Di chuyển,real
INFINA LE QUOC QUYNH,Lãi đầu tư,synthetic
tiền lương,Thu nhập chính,synthetic
gửi ông tháng 7,Gia đình,synthetic
châm cứu,Sức khoẻ,synthetic
Rut tien tu Tikop TK98184081,Lãi đầu tư,synthetic
Nhận từ Vũ Bảo Khang,Thu nhập phụ,synthetic
mừng sinh nhật Hoàng Văn Linh,Giải trí & Quan hệ,synthetic
lãi ngân hàng,Lãi đầu tư,synthetic
gửi bố bà tháng 8,Gia đình,synthetic
Phạm Hữu Bình hoàn tiền,Thu nhập phụ,synthetic
lo cho gia đình tháng 11,Gia đình,synthetic
tiền chụp X-quang,Sức khoẻ,synthetic
Tiki order,Mua sắm cá nhân,synthetic
tiền Be,Di chuyển,synthetic
DUONG ANH TAM,Công việc & Khác,synthetic
đặt vé máy bay,Du lịch,synthetic
tiền kính thuốc,Sức khoẻ,synthetic
gửi bố bà,Gia đình,synthetic
khám bệnh,Sức khoẻ,synthetic
gửi ông tháng 5,Gia đình,synthetic
đi du lịch Nha Trang,Du lịch,synthetic
Shopee,Mua sắm cá nhân,real
tiền ốp lưng,Mua sắm cá nhân,synthetic
Rut tien tu Tikop TK88522325,Lãi đầu tư,synthetic
Trương Quốc Dung chuyen tien quy,Quỹ nhóm,synthetic
tiền tour du lịch,Du lịch,synthetic
đóng tiền rác,Sinh hoạt & Nhà ở,synthetic
HUYNH ANH CUONG,Công việc & Khác,synthetic
tiền vé xe buýt,Di chuyển,synthetic
tiền khám răng,Sức khoẻ,synthetic
tiền nhà tháng 1,Sinh hoạt & Nhà ở,synthetic
tiền nhà,Sinh hoạt & Nhà ở,synthetic
biếu bà,Gia đình,synthetic
tiền nhà thuốc,Sức khoẻ,synthetic
Rut tien tu Tikop TK21278067,Lãi đầu tư,synthetic
Hoàng Thanh Dũng,Công việc & Khác,synthetic
TIK11783979 4811,Lãi đầu tư,synthetic
Mai Anh Quân chuyen tien,Công việc & Khác,synthetic
Mai Hữu Tâm quỹ,Quỹ nhóm,synthetic
banh my,Ăn uống,real
HO MINH HANG trả nợ,Thu nhập phụ,synthetic
Grab% A-HNTVK05TM4YP,Di chuyển,synthetic
TIKI THANH TOAN LUONG CO BAN THANG 05 NAM 2026,Thu nhập chính,synthetic
tiền nuôi con tháng 9,Gia đình,synthetic
Grab,Di chuyển,synthetic
tiền mạng,Sinh hoạt & Nhà ở,synthetic
đặt đặt tour,Du lịch,synthetic
Nhận từ Mai Thị Quỳnh Thu hồi nợ,Thu nhập phụ,synthetic
Rut tien tu Tikop TK41278022,Lãi đầu tư,synthetic
Nguyễn Hoàng Hải chuyen tien,Công việc & Khác,synthetic
chụp X-quang,Sức khoẻ,synthetic
MB BANK thanh toan luong thang 6,Thu nhập chính,synthetic
Vietnam Airlines đi Quy Nhơn,Du lịch,synthetic
Nhận từ Phạm Quốc Hiếu Thu hồi nợ,Thu nhập phụ,synthetic
gym,Sức khoẻ,synthetic
đi chơi,Giải trí & Quan hệ,synthetic
thanh toán hợp đồng,Công việc & Khác,synthetic
Trung Nguyên Legend,Ăn uống,synthetic
tiền phòng,Sinh hoạt & Nhà ở,synthetic
Rut tien tu Tikop TK47465789,Lãi đầu tư,synthetic
tra gop 2126,Công việc & Khác,real
thanh toán vé cáp treo,Du lịch,synthetic
nạp thẻ EVN 500k,Sinh hoạt & Nhà ở,synthetic
TikTok Shop order,Mua sắm cá nhân,synthetic
thanh toán lương,Thu nhập chính,synthetic
tiền nhà tháng 2,Sinh hoạt & Nhà ở,synthetic
MB BANK thanh toan luong thang 3,Thu nhập chính,synthetic
lương tháng 1,Thu nhập chính,synthetic
chuyển đến Hoàng Bảo Sơn,Công việc & Khác,synthetic
mua sữa cho con tháng 2,Gia đình,synthetic
thanh toán tiền vệ sinh,Sinh hoạt & Nhà ở,synthetic
Lazada (1159,Mua sắm cá nhân,synthetic
mừng đám cưới Trần Hữu Hương,Giải trí & Quan hệ,synthetic
đi GrabBike,Di chuyển,synthetic
Shopee (1996,Mua sắm cá nhân,real
chuyển đến Ngô Thành Kiên,Công việc & Khác,synthetic
TikTok Shop Anh,Mua sắm cá nhân,synthetic
INFINA LE KHANH DUNG,Lãi đầu tư,synthetic
sinh nhật Nguyễn Quốc Hương,Giải trí & Quan hệ,synthetic
ăn vặt hủ tiếu,Ăn uống,synthetic
mừng cưới Trương Tuấn Hạnh,Giải trí & Quan hệ,synthetic
MB BANK thanh toan luong thang 9,Thu nhập chính,synthetic
thanh toán đơn hàng,Công việc & Khác,synthetic
tái khám,Sức khoẻ,synthetic
quỹ tháng 3,Quỹ nhóm,synthetic
Nhận từ Đặng Quốc Hà Thu hồi nợ,Thu nhập phụ,synthetic
đặt vé Vinpearl,Du lịch,synthetic
Mai Hải Long hoàn tiền,Thu nhập phụ,synthetic
tiền mạng tháng 7,Sinh hoạt & Nhà ở,synthetic
thanh toán đồ nướng,Ăn uống,synthetic
lãi quỹ mở,Lãi đầu tư,synthetic
HOANG HAI TU,Công việc & Khác,synthetic
Nhận từ Phan Quốc Kiên,Thu nhập phụ,synthetic
Gojek,Di chuyển,synthetic
nhận tiền ship,Thu nhập phụ,synthetic
ăn cà phê,Ăn uống,synthetic
đi grab,Di chuyển,synthetic
chuyển đến Đỗ Hữu Tâm,Công việc & Khác,synthetic
gửi gia đình tháng 8,Gia đình,synthetic
tour Sapa,Du lịch,synthetic
đặt tour du lịch,Du lịch,synthetic
Lê Minh Duy,Công việc & Khác,synthetic
đi men tiêu hóa,Sức khoẻ,synthetic
Nhận từ Lê Quốc Nghĩa Trợ cấp,Thu nhập phụ,synthetic
VU THANH HANG quỹ ae,Quỹ nhóm,synthetic
TRAN HOANG DUNG chuyen tien,Công việc & Khác,synthetic
quà tặng Bùi Xuân Trường,Giải trí & Quan hệ,synthetic
trả tiền rác,Sinh hoạt & Nhà ở,synthetic
phòng nghỉ,Du lịch,synthetic
Nhận từ Lý Gia Hùng,Thu nhập phụ,synthetic
FPT SOFTWARE thanh toan luong thang 6,Thu nhập chính,synthetic
nhà hàng,Ăn uống,synthetic
Lê Đình Trung quỹ,Quỹ nhóm,synthetic
DANG THANH KHANG,Công việc & Khác,synthetic
Grab% A-XS00L7R8U4EO,Di chuyển,synthetic
tiền gas,Sinh hoạt & Nhà ở,synthetic
Conghi uob grab,Di chuyển,synthetic
Trương Đình Yến quỹ,Quỹ nhóm,synthetic
Finhay,Lãi đầu tư,synthetic
Rut tien tu Tikop TK14623108,Lãi đầu tư,synthetic
HO DINH LONG nộp quỹ,Quỹ nhóm,synthetic
ăn tối,Ăn uống,synthetic
tiền lãi gửi tiết kiệm,Lãi đầu tư,synthetic
Lazada (4767,Mua sắm cá nhân,synthetic
tiền trọ tháng 3,Sinh hoạt & Nhà ở,synthetic
ăn bún riêu,Ăn uống,synthetic
Lý Tuấn Hiếu chuyen tien,Công việc & Khác,synthetic
cho bà tháng 12,Gia đình,synthetic
đóng tiền nước,Sinh hoạt & Nhà ở,synthetic
tiền chuột máy tính,Mua sắm cá nhân,synthetic
đi dầu gió,Sức khoẻ,synthetic
GrabCar,Di chuyển,synthetic
góp quỹ,Quỹ nhóm,synthetic
nạp thẻ FPT 100k,Sinh hoạt & Nhà ở,synthetic
trả góp 4/26,Công việc & Khác,synthetic
tiền trọ tháng 2,Sinh hoạt & Nhà ở,synthetic
quà tặng Mai Hoàng Sơn,Giải trí & Quan hệ,synthetic
Sendo (2998,Mua sắm cá nhân,synthetic
sinh nhật Bùi Hải Việt,Giải trí & Quan hệ,synthetic
trả góp tháng 10,Công việc & Khác,synthetic
tour Singapore,Du lịch,synthetic
PHAM GIA QUANG đóng quỹ,Quỹ nhóm,synthetic
quỹ tháng 6,Quỹ nhóm,synthetic
tiệc,Giải trí & Quan hệ,synthetic
gửi ông tháng 9,Gia đình,synthetic
Nhận từ Võ Ngọc Ngọc Trợ cấp,Thu nhập phụ,synthetic
quỹ tháng 5,Quỹ nhóm,synthetic
Lotte Cinema,Giải trí & Quan hệ,synthetic
Rut tien tu Tikop TK32420703,Lãi đầu tư,synthetic
tiền dầu gió,Sức khoẻ,synthetic
NGUYEN THANH KIEN chuyen tien quy,Quỹ nhóm,synthetic
gửi tiền về nhà tháng 1,Gia đình,synthetic
nạp thẻ FPT 200k,Sinh hoạt & Nhà ở,synthetic
Kem nop quy,Quỹ nhóm,real
SHOPEE thanh toan luong thang 9,Thu nhập chính,synthetic
tiền đồ điện tử,Mua sắm cá nhân,synthetic
DINH THI TRANG đóng quỹ,Quỹ nhóm,synthetic
lì xì Bùi Thanh Yến,Giải trí & Quan hệ,synthetic
phòng khám,Sức khoẻ,synthetic
Mai Đình Tuấn quỹ,Quỹ nhóm,synthetic
Tiki đơn 791,Mua sắm cá nhân,synthetic
Nhận từ Hồ Bảo Vy Thu hồi nợ,Thu nhập phụ,synthetic
Netflix,Giải trí & Quan hệ,synthetic
phí cầu đường,Di chuyển,synthetic
VIETTEL thanh toan luong thang 12,Thu nhập chính,synthetic
VNG thanh toan luong thang 1,Thu nhập chính,synthetic
đi vitamin,Sức khoẻ,synthetic
sinh nhật Hoàng Tuấn Quân,Giải trí & Quan hệ,synthetic
Nhận từ Lý Thu Nghĩa,Thu nhập phụ,synthetic
TIKI THANH TOAN LUONG CO BAN THANG 10 NAM 2026,Thu nhập chính,synthetic
Grab% A-BRP1CSRO0DDH,Di chuyển,synthetic
nước hoa,Mua sắm cá nhân,synthetic
Rut tien tu Tikop TK94299900,Lãi đầu tư,synthetic
Nhận từ Mai Thành Linh,Thu nhập phụ,synthetic
Nhận từ Mai Văn Tâm,Thu nhập phụ,synthetic
mì xào,Ăn uống,synthetic
đi taxi,Di chuyển,synthetic
bi-a,Giải trí & Quan hệ,synthetic
tiền phí cầu đường,Di chuyển,synthetic
quà sinh nhật Vũ Thị Như,Giải trí & Quan hệ,synthetic
Tiki đơn 6742,Mua sắm cá nhân,synthetic
tiền bánh xèo,Ăn uống,synthetic
ăn lẩu,Ăn uống,synthetic
VNG thanh toan luong thang 6,Thu nhập chính,synthetic
tiền đặt tour,Du lịch,synthetic
MB BANK thanh toan luong thang 1,Thu nhập chính,synthetic
sạc dự phòng,Mua sắm cá nhân,synthetic
Hoàng Đức Thắng chuyen tien quy,Quỹ nhóm,synthetic
tiền sửa xe,Di chuyển,synthetic
Nhận từ Dương Thị Cường,Thu nhập phụ,synthetic
đóng hóa đơn điện,Sinh hoạt & Nhà ở,synthetic
đi du lịch Bangkok,Du lịch,synthetic
The Blues,Mua sắm cá nhân,synthetic
SHOPEE thanh toan luong thang 7,Thu nhập chính,synthetic
TIK82155988 5909,Lãi đầu tư,synthetic
b un,Ăn uống,real
thanh toán phí chung cư,Sinh hoạt & Nhà ở,synthetic
Nhận từ Trần Quốc Hải,Thu nhập phụ,synthetic
INFINA BUI BAO PHUONG,Lãi đầu tư,synthetic
Grab% A-AOA8HJHV94AR,Di chuyển,synthetic
Huỳnh Quốc Linh quỹ,Quỹ nhóm,synthetic
Grab% A-I1JDXWCPI3FV,Di chuyển,synthetic
trả góp tháng 2,Công việc & Khác,synthetic
Grab% A-52EXQNT56W8P,Di chuyển,synthetic
ứng tiền,Công việc & Khác,synthetic
tiền trà sữa,Ăn uống,synthetic
Grab% A-81VIGQPO2CLE,Di chuyển,synthetic
INFINA DUONG DUC NGA,Lãi đầu tư,synthetic
Rut tien tu Tikop TK84209891,Lãi đầu tư,synthetic
INFINA VO XUAN VY,Lãi đầu tư,synthetic
sinh nhật Hoàng Anh Dũng,Giải trí & Quan hệ,synthetic
Trương Thanh Hạnh,Công việc & Khác,synthetic
TRAN MINH CUONG nộp quỹ,Quỹ nhóm,synthetic
INFINA HO THANH DUNG,Lãi đầu tư,synthetic
Be,Di chuyển,synthetic
đi du lịch Hà Nội,Du lịch,synthetic
tiền liên hoan,Giải trí & Quan hệ,synthetic
Booking.com,Du lịch,synthetic
đi sửa xe,Di chuyển,synthetic
TRAN THI QUYNH NHI CHUYEN tien4 SP4020097042204050602552026F 44203915.5189.82144.060255,Quỹ nhóm,real
nạp Tikop,Lãi đầu tư,synthetic
vật lý trị liệu,Sức khoẻ,synthetic
gửi ông tháng 2,Gia đình,synthetic
thanh toán cơm tấm,Ăn uống,synthetic
VIETTEL thanh toan luong thang 7,Thu nhập chính,synthetic
sinh nhật Nguyễn Văn Minh,Giải trí & Quan hệ,synthetic
Nhận từ Bùi Bảo Đạt,Thu nhập phụ,synthetic
HUYNH KHANH TUNG chuyen tien,Công việc & Khác,synthetic
my,Ăn uống,real
tụ tập,Giải trí & Quan hệ,synthetic
xem phim,Giải trí & Quan hệ,synthetic
Grab% A-WQRP5YY9H5J5,Di chuyển,synthetic
LUONG THANG 10/2026,Thu nhập chính,synthetic
tiền quần jean,Mua sắm cá nhân,synthetic
TikTok Shop đơn 8676,Mua sắm cá nhân,synthetic
Nhận từ Đặng Bảo Phong,Thu nhập phụ,synthetic
Rut tien tu Tikop TK59490380,Lãi đầu tư,synthetic
tiền chợ tháng 4,Gia đình,synthetic
đi bảo hiểm sức khỏe,Sức khoẻ,synthetic
HO THU HANG chuyen tien,Công việc & Khác,synthetic
INFINA tích lũy,Lãi đầu tư,synthetic
gửi gia đình tháng 11,Gia đình,synthetic
Nhận từ Đỗ Ngọc Kiên Trợ cấp,Thu nhập phụ,synthetic
biếu ông tháng 7,Gia đình,synthetic
ốp lưng,Mua sắm cá nhân,synthetic
sinh nhật Mai Hải Khánh,Giải trí & Quan hệ,synthetic
tiền trọ tháng 1,Sinh hoạt & Nhà ở,synthetic
Phạm Tuấn Tú chuyển trả,Thu nhập phụ,synthetic
cháo,Ăn uống,synthetic
Grab% A-71FNVSBUZMMA,Di chuyển,synthetic
DUONG HUU TAI chuyen tien,Công việc & Khác,synthetic
Grab% A-7EW020F2UNO9,Di chuyển,synthetic
LUONG THANG 7/2026,Thu nhập chính,synthetic
tra gop 2182,Công việc & Khác,synthetic
ăn tối ăn vặt,Ăn uống,synthetic
tiền chợ tháng 2,Gia đình,synthetic
lo cho gia đình tháng 6,Gia đình,synthetic
tiền thuốc bổ,Sức khoẻ,synthetic
tiền học con tháng 8,Gia đình,synthetic
thanh toán tiền sửa nhà,Sinh hoạt & Nhà ở,synthetic
men tiêu hóa,Sức khoẻ,synthetic
tien chap phai,Công việc & Khác,real
TIK22822379 7447,Lãi đầu tư,synthetic
đi Long Châu,Sức khoẻ,synthetic
Sendo đơn 4381,Mua sắm cá nhân,synthetic
Bamboo Airways đi Singapore,Du lịch,synthetic
Huỳnh Văn Trung tra no,Thu nhập phụ,synthetic
đi tiền xăng,Di chuyển,synthetic
Nhận từ Lý Thu Tuấn Trợ cấp,Thu nhập phụ,synthetic
TIK93183615 2300,Lãi đầu tư,synthetic
quà sinh nhật Mai Đình Hương,Giải trí & Quan hệ,synthetic
tra gop 5/26,Công việc & Khác,synthetic
trà sữa,Ăn uống,synthetic
HOANG XUAN PHUC,Công việc & Khác,synthetic
Nhận từ Vũ Xuân Hạnh,Thu nhập phụ,synthetic
tiền Netflix,Giải trí & Quan hệ,synthetic
gửi bà,Gia đình,synthetic
Vietjet Air đi Côn Đảo,Du lịch,synthetic
thanh toán vé Vinpearl,Du lịch,synthetic
TIKI THANH TOAN THU NHAP TANG THEM THANG 10 NAM 2026,Thu nhập chính,synthetic
Nhận từ Hồ Hoàng Hiếu,Thu nhập phụ,synthetic
nạp thẻ Mobifone 50k,Sinh hoạt & Nhà ở,synthetic
tiền nhà tháng 12,Sinh hoạt & Nhà ở,synthetic
Pharmacity,Sức khoẻ,synthetic
sinh nhật Trần Ngọc Tâm,Giải trí & Quan hệ,synthetic
mừng đám cưới Lý Thành Tâm,Giải trí & Quan hệ,synthetic
TIK46838009 4123,Lãi đầu tư,synthetic
TIKI THANH TOAN THU NHAP TANG THEM THÁNG 04 NĂM 2026,Thu nhập chính,real
gỏi cuốn,Ăn uống,synthetic
Hoàng Thanh Lan quỹ,Quỹ nhóm,synthetic
TIKI THANH TOAN LUONG CO BAN THANG 03 NAM 2026,Thu nhập chính,synthetic
GARENA thanh toan luong thang 9,Thu nhập chính,synthetic
chuyển trả,Công việc & Khác,synthetic
thanh toán phí dịch vụ chung cư,Sinh hoạt & Nhà ở,synthetic
tiền internet,Sinh hoạt & Nhà ở,synthetic
mua váy,Mua sắm cá nhân,synthetic
Nhận từ Bùi Tuấn Phúc,Thu nhập phụ,synthetic
lì xì Đặng Đình Trung,Giải trí & Quan hệ,synthetic
tiền bãi đỗ xe,Di chuyển,synthetic
TIK52549761 5473,Lãi đầu tư,synthetic
đặt xe Be,Di chuyển,synthetic
Shopee đơn hàng,Mua sắm cá nhân,synthetic
LUONG THANG 1/2026,Thu nhập chính,synthetic
Đỗ Đình Thảo tra no,Thu nhập phụ,synthetic
GARENA thanh toan luong thang 8,Thu nhập chính,synthetic
tiền kính mát,Mua sắm cá nhân,synthetic
IconDenim,Mua sắm cá nhân,synthetic
Hồ Đình Đạt chuyen tien quy,Quỹ nhóm,synthetic
Bùi Thành Huy chuyen tien,Công việc & Khác,synthetic
Nhận từ Đỗ Xuân Nam,Thu nhập phụ,synthetic
TIK91468625 2646,Lãi đầu tư,synthetic
Hồ Hữu Tâm nộp quỹ,Quỹ nhóm,synthetic
Rut tien tu Tikop TK17711235,Lãi đầu tư,synthetic
hóa đơn điện,Sinh hoạt & Nhà ở,synthetic
nạp thẻ Vinaphone 100k,Sinh hoạt & Nhà ở,synthetic
TIK65686049 5726,Lãi đầu tư,synthetic
thanh toán vé tham quan,Du lịch,synthetic
INFINA VU ANH VY,Lãi đầu tư,synthetic
cho ông tháng 1,Gia đình,synthetic
đi bãi đỗ xe,Di chuyển,synthetic
mừng sinh nhật Phạm Đức Ngọc,Giải trí & Quan hệ,synthetic
đi truyền nước,Sức khoẻ,synthetic
đóng tiền gửi xe tháng,Sinh hoạt & Nhà ở,synthetic
TIKI THANH TOAN THU NHAP TANG THEM THANG 03 NAM 2026,Thu nhập chính,synthetic
Grab% A-5G414CS85L72,Di chuyển,synthetic
gửi tiền về nhà,Gia đình,synthetic
Grab% A-5U7JPUVG5YOB,Di chuyển,synthetic
sinh nhật Trương Quốc Yến,Giải trí & Quan hệ,synthetic
khách sạn Đà Nẵng,Du lịch,synthetic
Rut tien tu Tikop TK70394210,Lãi đầu tư,synthetic
Trần Hoàng Hiếu chuyen tien quy,Quỹ nhóm,synthetic
b anh,Ăn uống,real
ăn cơm gà,Ăn uống,synthetic
du xuân,Giải trí & Quan hệ,synthetic
ăn tối bánh canh,Ăn uống,synthetic
vé máy bay đi Hạ Long,Du lịch,synthetic
đi Be,Di chuyển,synthetic
vitamin C,Sức khoẻ,synthetic
đi du lịch Thái Lan,Du lịch,synthetic
Grab% A-FIVQZU35HO8Q,Di chuyển,synthetic
Sendo đơn 4741,Mua sắm cá nhân,synthetic
NGUYEN DINH PHUC đóng quỹ,Quỹ nhóm,synthetic
thanh toán tiền trọ,Sinh hoạt & Nhà ở,synthetic
Vietjet Air,Du lịch,synthetic
tiền cà phê,Ăn uống,synthetic
VIETTEL thanh toan luong thang 9,Thu nhập chính,synthetic
đi bơi lội,Sức khoẻ,synthetic
gửi ông bà tháng 4,Gia đình,synthetic
nạp thẻ Viettel 50k,Sinh hoạt & Nhà ở,synthetic
VU THANH DUNG quỹ ae,Quỹ nhóm,synthetic
tiền thuốc,Sức khoẻ,synthetic
Bamboo Airways đi Đà Nẵng,Du lịch,synthetic
tiền du xuân,Giải trí & Quan hệ,synthetic
YouTube Premium,Giải trí & Quan hệ,synthetic
SHOPEE thanh toan luong thang 6,Thu nhập chính,synthetic
TIK15316025 9533,Lãi đầu tư,synthetic
Vietnam Airlines,Du lịch,synthetic
tiền sữa con tháng 12,Gia đình,synthetic
bàn phím,Mua sắm cá nhân,synthetic
Lazada order,Mua sắm cá nhân,synthetic
Phở 24,Ăn uống,synthetic
nạp thẻ Mobifone 200k,Sinh hoạt & Nhà ở,synthetic
ăn mừng,Giải trí & Quan hệ,synthetic
TIKI THANH TOAN LUONG CO BAN THANG 04 NAM 2026,Thu nhập chính,synthetic
phở bò,Ăn uống,synthetic
đi bệnh viện,Sức khoẻ,synthetic
tất toán khoản vay,Công việc & Khác,synthetic
tiền Spotify,Giải trí & Quan hệ,synthetic
Grab% A-G4VTWN3VANAG,Di chuyển,synthetic
ăn sáng bún,Ăn uống,synthetic
tiền nước hoa,Mua sắm cá nhân,synthetic
BUI THANH DUNG chuyển tiền,Công việc & Khác,synthetic
PHAM HAI SON chuyen tien,Công việc & Khác,synthetic
sinh nhật Dương Đình Huy,Giải trí & Quan hệ,synthetic
Huỳnh Thanh Phương,Công việc & Khác,synthetic
TIKI THANH TOAN THU NHAP TANG THEM THANG 06 NAM 2026,Thu nhập chính,synthetic
FPT SOFTWARE thanh toan luong thang 10,Thu nhập chính,synthetic
thưởng dự án,Thu nhập chính,synthetic
mừng cưới Nguyễn Gia Nga,Giải trí & Quan hệ,synthetic
bowling,Giải trí & Quan hệ,synthetic
SHOPEE thanh toan luong thang 1,Thu nhập chính,synthetic
biếu ông tháng 10,Gia đình,synthetic
nộp quỹ tháng 1,Quỹ nhóm,synthetic
tiền trọ tháng 9,Sinh hoạt & Nhà ở,synthetic
LE TRAN QUOC HUU QUY ae,Quỹ nhóm,real
cho ông,Gia đình,synthetic
Vũ Hữu Hoa quỹ ae,Quỹ nhóm,synthetic
Lê Đình Phúc quỹ ae,Quỹ nhóm,synthetic
Ngô Đức Bình quỹ ae,Quỹ nhóm,synthetic
tiền gửi xe,Di chuyển,synthetic
TIK40737204 6427,Lãi đầu tư,synthetic
Grab% A-A8DD3MYHYAKI,Di chuyển,synthetic
thanh toán tiền thuê nhà,Sinh hoạt & Nhà ở,synthetic
Grab% A-3EOMBBFKM1M9,Di chuyển,synthetic
tiền rửa xe,Di chuyển,synthetic
sinh nhật Đinh Anh Hiếu,Giải trí & Quan hệ,synthetic
cho bà tháng 10,Gia đình,synthetic
Dương Hữu Hằng chuyen tien,Công việc & Khác,synthetic
thưởng tháng 13,Thu nhập chính,synthetic
đi gửi xe,Di chuyển,synthetic
nhà thuốc,Sức khoẻ,synthetic
phí dịch vụ chung cư,Sinh hoạt & Nhà ở,synthetic
tiền học thêm con tháng 8,Gia đình,synthetic
Grab% A-0LC8LBK31997,Di chuyển,synthetic
Grab% A-P8X1BCC3F2T3,Di chuyển,synthetic
tiền sữa con,Gia đình,synthetic
thuốc bổ,Sức khoẻ,synthetic
ăn vặt bún bò,Ăn uống,synthetic
lương tháng 11,Thu nhập chính,synthetic
đi thuốc,Sức khoẻ,synthetic
khách sạn Côn Đảo,Du lịch,synthetic
Rut tien tu Tikop TK37833011,Lãi đầu tư,synthetic
Katinat,Ăn uống,synthetic
Grab% A-YI1WRB66X9FC,Di chuyển,synthetic
INFINA NGUYEN THANH HIEU,Lãi đầu tư,synthetic
ăn nước mía,Ăn uống,synthetic
phụ giúp gia đình tháng 10,Gia đình,synthetic
tiền vé tàu hỏa,Du lịch,synthetic
LY THI TRUNG chuyen tien,Công việc & Khác,synthetic
Phạm Xuân Tuấn chuyen tien,Công việc & Khác,synthetic
tiền cơm,Ăn uống,synthetic
tiền điện tháng 5,Sinh hoạt & Nhà ở,synthetic
đóng tiền điện,Sinh hoạt & Nhà ở,synthetic
chuyển đến Hồ Xuân Vy,Công việc & Khác,synthetic
đồ điện tử,Mua sắm cá nhân,synthetic
Lê Gia Phúc quỹ,Quỹ nhóm,synthetic
tiền nuôi con tháng 5,Gia đình,synthetic
Shopee đơn 3637,Mua sắm cá nhân,synthetic
Vietnam Airlines đi Singapore,Du lịch,synthetic
TRAN VAN KHANG chuyển tiền,Công việc & Khác,synthetic
Nguyễn Ngọc Linh quỹ,Quỹ nhóm,synthetic
Rut tien tu Tikop TK68750274,Lãi đầu tư,synthetic
biếu ông,Gia đình,synthetic
Nhận từ Hồ Khánh Yến,Thu nhập phụ,synthetic
phụ giúp gia đình tháng 11,Gia đình,synthetic
MAI XUAN THANH chuyển tiền quỹ,Quỹ nhóm,synthetic
tra gop tháng 11,Công việc & Khác,synthetic
GrabBike,Di chuyển,synthetic
Rut tien tu Tikop TK24581193,Lãi đầu tư,synthetic
tiền nuôi con,Gia đình,synthetic
tiền CGV,Giải trí & Quan hệ,synthetic
INFINA DANG HUU HOA,Lãi đầu tư,synthetic
chuyển đến Bùi Đình Hà,Công việc & Khác,synthetic
gà rán,Ăn uống,synthetic
